"REF_DATE","GEO","DGUID","Type of direct investment","Countries","Type of direct investment flows","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","8163","","","","0"
"2018-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","12167","","","","0"
"2018-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","13490","","","","0"
"2019-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","13568","","","","0"
"2019-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","21128","","","","0"
"2019-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","16558","","","","0"
"2019-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","15807","","","","0"
"2020-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","13087","","","","0"
"2020-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","10757","","","","0"
"2020-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","10840","","","","0"
"2020-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","-359","","","","0"
"2021-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","25018","","","","0"
"2021-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","12660","","","","0"
"2021-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","19394","","","","0"
"2021-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","19979","","","","0"
"2022-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","16537","","","","0"
"2022-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","13392","","","","0"
"2022-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","15800","","","","0"
"2022-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","14588","","","","0"
"2023-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","25582","","","","0"
"2023-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","9837","","","","0"
"2023-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","20770","","","","0"
"2023-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","9018","","","","0"
"2024-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","3724","","","","0"
"2024-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","36468","","","","0"
"2024-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","25371","","","","0"
"2024-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","26015","","","","0"
"2025-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","30446","","","","0"
"2025-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","22672","","","","0"
"2025-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","14719","","","","0"
"2025-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Total net flows","Dollars","81","millions","6","v61913923","1.2.1.1","25801","","","","0"
"2007-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","12804","","","","0"
"2007-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","14801","","","","0"
"2007-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","18807","","","","0"
"2007-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","40378","","","","0"
"2008-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","11798","","","","0"
"2008-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","310","","","","0"
"2008-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","5572","","","","0"
"2008-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","5447","","","","0"
"2009-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","-1612","","","","0"
"2009-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","49","","","","0"
"2009-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","8198","","","","0"
"2009-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","3194","","","","0"
"2010-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","4021","","","","0"
"2010-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","1210","","","","0"
"2010-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","2442","","","","0"
"2010-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","-136","","","","0"
"2011-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","4098","","","","0"
"2011-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","10967","","","","0"
"2011-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","-942","","","","0"
"2011-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","3822","","","","0"
"2012-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","9121","","","","0"
"2012-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","1575","","","","0"
"2012-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","1943","","","","0"
"2012-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","6117","","","","0"
"2013-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","5851","","","","0"
"2013-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","1668","","","","0"
"2013-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","1602","","","","0"
"2013-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","2132","","","","0"
"2014-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","7459","","","","0"
"2014-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","3216","","","","0"
"2014-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","2225","","","","0"
"2014-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","11904","","","","0"
"2015-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","-3874","","","","0"
"2015-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","11217","","","","0"
"2015-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","18393","","","","0"
"2015-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","2517","","","","0"
"2016-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","427","","","","0"
"2016-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","3164","","","","0"
"2016-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","2848","","","","0"
"2016-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","3720","","","","0"
"2017-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","797","","","","0"
"2017-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","-9093","","","","0"
"2017-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","2140","","","","0"
"2017-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","1264","","","","0"
"2018-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","4824","","","","0"
"2018-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","1387","","","","0"
"2018-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","1360","","","","0"
"2018-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","7458","","","","0"
"2019-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","483","","","","0"
"2019-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","10681","","","","0"
"2019-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","3965","","","","0"
"2019-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","5835","","","","0"
"2020-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","3427","","","","0"
"2020-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","8927","","","","0"
"2020-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","1575","","","","0"
"2020-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","2018","","","","0"
"2021-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","5789","","","","0"
"2021-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","1571","","","","0"
"2021-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","4638","","","","0"
"2021-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","8778","","","","0"
"2022-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","8594","","","","0"
"2022-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","3445","","","","0"
"2022-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","1370","","","","0"
"2022-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","5785","","","","0"
"2023-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","9238","","","","0"
"2023-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","3877","","","","0"
"2023-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","3592","","","","0"
"2023-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","5390","","","","0"
"2024-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","-9410","","","","0"
"2024-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","22370","","","","0"
"2024-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","14300","","","","0"
"2024-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","14617","","","","0"
"2025-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","11587","","","","0"
"2025-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","10348","","","","0"
"2025-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","5393","","","","0"
"2025-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Mergers and acquisitions","Dollars","81","millions","6","v61913924","1.2.1.2","16310","","","","0"
"2007-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4343","","","","0"
"2007-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","6500","","","","0"
"2007-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5327","","","","0"
"2007-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","3426","","","","0"
"2008-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5310","","","","0"
"2008-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","6770","","","","0"
"2008-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4337","","","","0"
"2008-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","2008","","","","0"
"2009-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","1236","","","","0"
"2009-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","2496","","","","0"
"2009-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","2285","","","","0"
"2009-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","2029","","","","0"
"2010-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","2769","","","","0"
"2010-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","2205","","","","0"
"2010-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","3439","","","","0"
"2010-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4388","","","","0"
"2011-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","3782","","","","0"
"2011-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","3899","","","","0"
"2011-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4566","","","","0"
"2011-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5050","","","","0"
"2012-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5969","","","","0"
"2012-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5458","","","","0"
"2012-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5142","","","","0"
"2012-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4054","","","","0"
"2013-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5890","","","","0"
"2013-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","6725","","","","0"
"2013-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5299","","","","0"
"2013-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5015","","","","0"
"2014-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","6539","","","","0"
"2014-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","7162","","","","0"
"2014-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5138","","","","0"
"2014-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4175","","","","0"
"2015-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4543","","","","0"
"2015-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","3658","","","","0"
"2015-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","3707","","","","0"
"2015-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","2422","","","","0"
"2016-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","2854","","","","0"
"2016-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","3737","","","","0"
"2016-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4817","","","","0"
"2016-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5261","","","","0"
"2017-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","6036","","","","0"
"2017-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","3946","","","","0"
"2017-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4761","","","","0"
"2017-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","6028","","","","0"
"2018-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5407","","","","0"
"2018-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5287","","","","0"
"2018-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5360","","","","0"
"2018-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4039","","","","0"
"2019-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4955","","","","0"
"2019-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","8327","","","","0"
"2019-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","6400","","","","0"
"2019-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","6063","","","","0"
"2020-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","2199","","","","0"
"2020-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","1093","","","","0"
"2020-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","1704","","","","0"
"2020-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","1504","","","","0"
"2021-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5348","","","","0"
"2021-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","9941","","","","0"
"2021-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","8249","","","","0"
"2021-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","10880","","","","0"
"2022-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","9538","","","","0"
"2022-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","11558","","","","0"
"2022-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","11247","","","","0"
"2022-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","9495","","","","0"
"2023-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5564","","","","0"
"2023-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5131","","","","0"
"2023-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","10510","","","","0"
"2023-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","7903","","","","0"
"2024-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","6296","","","","0"
"2024-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","4558","","","","0"
"2024-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","5950","","","","0"
"2024-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","10866","","","","0"
