"REF_DATE","GEO","DGUID","Type of direct investment","Countries","Type of direct investment flows","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","5344","","","","0"
"2013-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","7844","","","","0"
"2013-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","8200","","","","0"
"2014-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","7949","","","","0"
"2014-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","8084","","","","0"
"2014-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","7569","","","","0"
"2014-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","6889","","","","0"
"2015-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","7898","","","","0"
"2015-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","7612","","","","0"
"2015-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","7309","","","","0"
"2015-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","5751","","","","0"
"2016-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","5140","","","","0"
"2016-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","6963","","","","0"
"2016-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","8162","","","","0"
"2016-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","8496","","","","0"
"2017-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","8766","","","","0"
"2017-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","9097","","","","0"
"2017-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","9577","","","","0"
"2017-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","11849","","","","0"
"2018-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","12808","","","","0"
"2018-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","12681","","","","0"
"2018-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","12908","","","","0"
"2018-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","13431","","","","0"
"2019-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","12065","","","","0"
"2019-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","13500","","","","0"
"2019-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","9404","","","","0"
"2019-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","10058","","","","0"
"2020-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","10090","","","","0"
"2020-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","7326","","","","0"
"2020-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","7543","","","","0"
"2020-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","8301","","","","0"
"2021-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","14994","","","","0"
"2021-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","14162","","","","0"
"2021-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","15123","","","","0"
"2021-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","15449","","","","0"
"2022-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","15660","","","","0"
"2022-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","16011","","","","0"
"2022-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","14252","","","","0"
"2022-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","14671","","","","0"
"2023-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","14080","","","","0"
"2023-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","13568","","","","0"
"2023-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","15858","","","","0"
"2023-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","16067","","","","0"
"2024-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","15784","","","","0"
"2024-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","16808","","","","0"
"2024-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","16848","","","","0"
"2024-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","19835","","","","0"
"2025-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","21232","","","","0"
"2025-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","17892","","","","0"
"2025-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","20517","","","","0"
"2025-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Reinvested earnings","Dollars","81","millions","6","v61913913","1.1.1.3","20739","","","","0"
"2007-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","9281","","","","0"
"2007-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","4508","","","","0"
"2007-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","2632","","","","0"
"2007-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","8224","","","","0"
"2008-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","14864","","","","0"
"2008-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","2767","","","","0"
"2008-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","16228","","","","0"
"2008-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","8221","","","","0"
"2009-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","995","","","","0"
"2009-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","608","","","","0"
"2009-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","3900","","","","0"
"2009-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","-1841","","","","0"
"2010-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","-7444","","","","0"
"2010-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","3208","","","","0"
"2010-07","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","-10908","","","","0"
"2010-10","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","4597","","","","0"
"2011-01","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","841","","","","0"
"2011-04","Canada","2016A000011124","Canadian direct investment abroad","All countries","Other flows","Dollars","81","millions","6","v61913914","1.1.1.4","-814","","","","0"
